location,has_owner,owner,raw_material,is_coastal,has_river,river_size_1,river_size_2,river_size_3,river_size_4,river_size_5,adjacent_to_lake,development,population,pop_burghers,pop_clergy,pop_laborers,pop_nobles,pop_peasants,pop_slaves,pop_soldiers,pop_tribesmen,main_rgo_max_level,topography,vegetation,climate,location_rank,river,max_level_RGO_building_alum,level_RGO_building_alum,max_level_RGO_building_amber,level_RGO_building_amber,max_level_RGO_building_bad_sand,level_RGO_building_bad_sand,max_level_RGO_building_beeswax,level_RGO_building_beeswax,max_level_RGO_building_chili,level_RGO_building_chili,max_level_RGO_building_clay,level_RGO_building_clay,max_level_RGO_building_cloves,level_RGO_building_cloves,max_level_RGO_building_coal,level_RGO_building_coal,max_level_RGO_building_cocoa,level_RGO_building_cocoa,max_level_RGO_building_coffee,level_RGO_building_coffee,max_level_RGO_building_copper,level_RGO_building_copper,max_level_RGO_building_cotton,level_RGO_building_cotton,max_level_RGO_building_dyes,level_RGO_building_dyes,max_level_RGO_building_elephants,level_RGO_building_elephants,max_level_RGO_building_fiber_crops,level_RGO_building_fiber_crops,max_level_RGO_building_fish,level_RGO_building_fish,max_level_RGO_building_fruit,level_RGO_building_fruit,max_level_RGO_building_fur,level_RGO_building_fur,max_level_RGO_building_gems,level_RGO_building_gems,max_level_RGO_building_goods_gold,level_RGO_building_goods_gold,max_level_RGO_building_horses,level_RGO_building_horses,max_level_RGO_building_incense,level_RGO_building_incense,max_level_RGO_building_iron,level_RGO_building_iron,max_level_RGO_building_ivory,level_RGO_building_ivory,max_level_RGO_building_lead,level_RGO_building_lead,max_level_RGO_building_legumes,level_RGO_building_legumes,max_level_RGO_building_livestock,level_RGO_building_livestock,max_level_RGO_building_lumber,level_RGO_building_lumber,max_level_RGO_building_marble,level_RGO_building_marble,max_level_RGO_building_medicaments,level_RGO_building_medicaments,max_level_RGO_building_mercury,level_RGO_building_mercury,max_level_RGO_building_olives,level_RGO_building_olives,max_level_RGO_building_pearls,level_RGO_building_pearls,max_level_RGO_building_pepper,level_RGO_building_pepper,max_level_RGO_building_saffron,level_RGO_building_saffron,max_level_RGO_building_salt,level_RGO_building_salt,max_level_RGO_building_saltpeter,level_RGO_building_saltpeter,max_level_RGO_building_sand,level_RGO_building_sand,max_level_RGO_building_silk,level_RGO_building_silk,max_level_RGO_building_silver,level_RGO_building_silver,max_level_RGO_building_stone,level_RGO_building_stone,max_level_RGO_building_sugar,level_RGO_building_sugar,max_level_RGO_building_tea,level_RGO_building_tea,max_level_RGO_building_tin,level_RGO_building_tin,max_level_RGO_building_tobacco,level_RGO_building_tobacco,max_level_RGO_building_wheat,level_RGO_building_wheat,max_level_RGO_building_wild_game,level_RGO_building_wild_game,max_level_RGO_building_wine,level_RGO_building_wine,max_level_RGO_building_wool,level_RGO_building_wool,max_level_apothecary,level_apothecary,max_level_bog_iron_smelter,level_bog_iron_smelter,max_level_brewery,level_brewery,max_level_charcoal_maker,level_charcoal_maker,max_level_clay_pit,level_clay_pit,max_level_cloth_guild,level_cloth_guild,max_level_distillers_guild,level_distillers_guild,max_level_dyes_guild,level_dyes_guild,max_level_elephant_hunting_grounds,level_elephant_hunting_grounds,max_level_farming_village,level_farming_village,max_level_fiber_crops_farm,level_fiber_crops_farm,max_level_fine_cloth_guild,level_fine_cloth_guild,max_level_fishing_village,level_fishing_village,max_level_forest_village,level_forest_village,max_level_fruit_orchard,level_fruit_orchard,max_level_furniture_guild,level_furniture_guild,max_level_glass_guild,level_glass_guild,max_level_hand_cannon_guild,level_hand_cannon_guild,max_level_horse_breeders,level_horse_breeders,max_level_jewelry_guild,level_jewelry_guild,max_level_lacquerware_guild,level_lacquerware_guild,max_level_lumber_mill,level_lumber_mill,max_level_market_village,level_market_village,max_level_marketplace,level_marketplace,max_level_mason,level_mason,max_level_naval_supplies_guild,level_naval_supplies_guild,max_level_paper_guild,level_paper_guild,max_level_porcelain_guild,level_porcelain_guild,max_level_pottery_guild,level_pottery_guild,max_level_provisions_market,level_provisions_market,max_level_rural_clothmaker,level_rural_clothmaker,max_level_rural_glassmaker,level_rural_glassmaker,max_level_salt_collector,level_salt_collector,max_level_sand_pit,level_sand_pit,max_level_scriptorium,level_scriptorium,max_level_sheep_farms,level_sheep_farms,max_level_stone_quarry,level_stone_quarry,max_level_tannery,level_tannery,max_level_tar_kiln,level_tar_kiln,max_level_tools_guild,level_tools_guild,max_level_urban_amenities,level_urban_amenities,max_level_victualling_house,level_victualling_house,max_level_weapon_guild,level_weapon_guild,max_level_winery,level_winery,max_level_local_smelters,level_local_smelters,max_level_saltpeter_guild,level_saltpeter_guild,max_level_sawmill,level_sawmill,max_level_windmill,level_windmill
cixi,yes,CHI,clay,1,0,0,0,0,0,0,0,32,164.36006,0.03,0.8218,0.3,0.4109,162.64736,0,0.15,0,12.24637,flatland,farmland,humid_subtropical_climate,rural_settlement,none,,,,,3.7674,,3.7674,,,,12.24637,,,,,,,,,,,,,,,,,,,,3.7674,,3.7674,,,,,,,,,,,,,,,,,,,,3.7674,,3.7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7674,,,,,,3.7674,,,,,,,,,,,,,,,,,,,,,,3.7674,,,,12.418,,,,,,,,,,,,,,,,,,,,12.418,3,,,12.418,,,,,,,,,,12.418,,12.418,,12.418,,5.66904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xiangshan,yes,CHI,salt,1,0,0,0,0,0,0,0,27,98.01511,0.02,0.49007,0.20001,0.24503,96.96,0,0.1,0,15.19806,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,3.1339,,3.1339,,,,3.1339,,,,,,,,,,,,,,,,,,,,3.1339,,3.1339,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,,,,,15.19806,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,8.60075,,,,,,,,,,,,,,,,,,8.60075,,8.60075,,,,,,,,,,,,,,,,,,8.60075,2,,,8.60075,,,,,,,,,,8.60075,,8.60075,,8.60075,,15.19806,,,,,,,,3.1339,,,,8.60075,,,,,,,,,,,,,,,,,,,
fenghua,yes,CHI,fish,1,0,0,0,0,0,0,0,24,218.31697,0.03999,1.09159,0.39988,0.5458,216.03977,0,0.19994,0,9.36112,mountains,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.8798,,,,,,2.8798,,,,,,,,,,,,,,,,,,,,9.36112,,,,,,,,,,,,,,,,,,,,,,,,2.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8798,,,,,,,,2,,,,14.31584,,,,,,,,,,,,,,,,,,14.31584,,14.31584,,,,,,,,,,,,,,,,,,14.31584,4,,,14.31584,,,,,,,,,,14.31584,,14.31584,,14.31584,,4.26888,,,,,,,,2.8798,,,,14.31584,,,,,,,,,,,,,,,,,,,
yinxian,yes,CHI,livestock,1,0,0,0,0,0,0,0,31,246.09971,2.39956,2.95705,1.29977,2.37294,236.9704,0,0.09999,0,6.86367,flatland,woods,humid_subtropical_climate,town,none,,,,,2.1115,,2.1115,,,,2.1115,,,,,,,,,,,,,,,,,,,,2.1115,,2.1115,,,,,,,,,,,,,,,,,,,,6.86367,,2.1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1115,,,,,,16.40498,,,,16.40498,1,16.40498,,,,16.40498,2,16.40498,,16.40498,1,,,,,,,16.40498,2,,,,,,,16.40498,1,16.40498,,1,,,,16.40498,,16.40498,2,,,,,17.40498,3,16.40498,2,16.40498,,16.40498,2,16.40498,1,16.40498,2,16.40498,,,,,,3.1724,,,,16.40498,1,,,,,16.40498,1,16.40498,,16.40498,1,7.73219,,21.05498,,16.40498,1,16.40498,1,,,,,,,,
changguo,yes,CHI,fish,1,0,0,0,0,0,0,0,29,151.62398,0,1.15811,0.3,0.37906,149.63681,0,0.15,0,10.78845,flatland,woods,humid_subtropical_climate,rural_settlement,none,,,,,3.3189,,3.3189,,,,3.3189,,,,,,,,,,,,,,,,,,,,10.78845,,3.3189,,,,,,,,,,,,,,,,,,,,,,3.3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3189,,,,,,,,,,,,11.48119,,,,,,,,,,,,,,,,,,11.48119,3,11.48119,,,,,,,,,,,,,,,,,,11.48119,,,,11.48119,,,,,,,,,,11.48119,,11.48119,,11.48119,,4.96984,,,,,,,,,,,,11.48119,,,,,,,,,,,,,,,,,,,
xian_quzhou,yes,CHI,silver,0,1,1,0,0,0,0,0,33,172.00613,2.30008,2.14207,1.30004,1.66905,164.49489,0,0.1,0,10.84796,flatland,grasslands,humid_subtropical_climate,town,1,,,,,2.2145,,2.2145,,,,2.2145,,,,,,,,,,,,,,,,,,,,1,,2.2145,,,,,,,,,,,,,,,,,,,,2.2145,,,,,,,,,,,,,,,,,,,,,,,,,,10.84796,,,,,,,,,,,,2.2145,,,,,,2.2145,,12.9003,,,,12.9003,1,,,,,12.9003,2,12.9003,,12.9003,1,,,,,2.2145,,12.9003,2,,,,,,,12.9003,1,12.9003,,1,,,,12.9003,,12.9003,2,,,,,13.9003,3,12.9003,2,12.9003,,12.9003,2,12.9003,1,12.9003,2,12.9003,,,,,,,,,,12.9003,1,,,,,12.9003,1,,,12.9003,1,7.66401,,17.8503,,12.9003,1,12.9003,1,,,,,,,,
jiangshan,yes,CHI,fur,0,1,1,0,0,0,0,0,29,133.19887,0,0.66599,0.3,0.33299,131.74989,0,0.15,0,10.73774,flatland,woods,humid_subtropical_climate,rural_settlement,1,,,,,3.3033,,3.3033,,,,3.3033,,,,,,,,,,,,,,,,,,,,1,,3.3033,,10.73774,,,,,,,,,,,,,,,,,,,,3.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3033,,,,,,,,,,,,11.55994,,,,,,,,,,,,,,,,,,,,11.55994,3,,,,,,,,,,,,,,,,,11.55994,,,,10.55994,,,,,,,,,,10.55994,,10.55994,,10.55994,,,,,,,,,,,,,,11.55994,,,,,,,,,,,,,,,,,,,
kaihua,yes,CHI,lumber,0,0,0,0,0,0,0,0,24,146.25893,0.03,0.73129,0.29997,0.36564,144.68204,0,0.14999,0,9.36112,hills,forest,humid_subtropical_climate,rural_settlement,none,,,,,2.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8798,,,,,,,,,,,,10.71294,,,,,,,,,,,,,,,,,,,,10.71294,,,,,,,,,,,,,,,,,,10.71294,3,,,10.71294,,,,,,,,,,10.71294,,10.71294,,10.71294,,,,,,,,,,2.8798,,,,10.71294,,,,,,,,,,,,,,,,,,,
longyou,yes,CHI,wool,0,1,1,0,0,0,0,0,31,84.97881,0,0.42489,0,0.21244,80.03114,0,0,4.31034,11.15513,flatland,grasslands,humid_subtropical_climate,rural_settlement,1,,,,,3.4317,,3.4317,,,,3.4317,,,,,,,,,,,,,,,,,,,,1,,3.4317,,,,,,,,,,,,,,,,,,,,3.4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4317,,,,,,11.15513,,,,,,,,,,,,,,,,,,,,9.34894,2,3.4317,,,,,,,,,,,,,,,,,,,,,,,,9.34894,,,,8.34894,,,,,,,,,,8.34894,,8.34894,,8.34894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changshan,yes,CHI,livestock,0,0,0,0,0,0,0,0,27,74.61167,0,0.37305,0,0.18652,74.0521,0,0,0,10.06682,hills,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.0969,,3.0969,,,,,,,,,,,,,,,,,,,,,,,,,,3.0969,,,,,,,,,,,,,,,,,,,,10.06682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0969,,,,,,,,,,,,,,,,,,,,7.43058,2,,,,,,,,,,,,,,,,,,,,,,,,,7.43058,,,,7.43058,,,,,,,,,,7.43058,,7.43058,,7.43058,,,,,,,,,,3.0969,,,,,,,,,,,,,,,,,,,,,,,
shaoxing,yes,CHI,wine,1,0,0,0,0,0,0,0,35,278.39499,4.19963,3.41232,5.09955,2.72475,262.2088,0,0.74994,0,7.53329,flatland,grasslands,humid_subtropical_climate,city,none,,,,,2.3175,,2.3175,,,,2.3175,,,,,,,,,,,,,,,,,,,,2.3175,,2.3175,,,,,,,,,,,,,,,,,,,,2.3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3175,,,,7.53329,,2.3175,,23.41974,,,,23.41974,1,,,,,23.41974,2,23.41974,1,23.41974,2,,,,,2.3175,,23.41974,2,,,,,,3,23.41974,1,23.41974,1,1,,,,23.41974,1,23.41974,2,,,,,24.41974,5,23.41974,2,23.41974,,23.41974,2,23.41974,1,23.41974,2,23.41974,,,,,,3.502,,,,23.41974,2,,,,,23.41974,2,,,23.41974,2,11.95678,,33.66974,,23.41974,2,23.41974,2,,,,,,,,
shangyu,yes,CHI,fish,1,0,0,0,0,0,0,0,30,204.38363,0.04,1.02192,0.39995,0.51096,202.21082,0,0.19998,0,11.01309,flatland,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.388,,3.388,,,,3.388,,,,,,,,,,,,,,,,,,,,11.01309,,3.388,,,,,,,,,,,,,,,,,,,,3.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.388,,,,,,3.388,,,,,,,,,,,,,,,,,,,,,,3.388,,,,14.21918,,,,,,,,,,,,,,,,,,,,14.21918,4,,,14.21918,,,,,,,,,,14.21918,,14.21918,,14.21918,,5.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shengxian,yes,CHI,livestock,0,0,0,0,0,0,0,0,25,286.79157,0,1.43396,0.49968,0.71698,283.89111,0,0.24984,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,9.63644,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,17.83957,,,,,,,,,,,,,,,,,,,,17.83957,5,,,,,,,,,,,,,,,,,17.83957,,,,17.83957,,,,,,,,,,17.83957,,17.83957,,17.83957,,,,,,,,,,2.9645,,,,17.83957,,,,,,,,,,,,,,,,,,,
xiaoshan,yes,CHI,fish,1,1,0,0,1,0,0,0,34,193.05626,0,0.96527,0.4,0.48263,191.00836,0,0.2,0,12.82952,flatland,farmland,humid_subtropical_climate,rural_settlement,3,,,,,3.9468,,3.9468,,,,3.9468,,,,,,,,,,,,,,,,,,,,12.82952,,3.9468,,,,,,,,,,,,,,,,,,,,3.9468,,3.9468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9468,,,,,,3.9468,,,,,,,,,,,,,,,,,,,,,,3.9468,,,,15.05281,4,,,,,,,,,,,,,,,,,,,15.05281,,,,14.05281,,,,,,,,,,14.05281,,14.05281,,14.05281,,5.95608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xinchang,yes,CHI,legumes,0,0,0,0,0,0,0,0,25,197.24585,0,0.98623,0.29991,0.49312,195.31663,0,0.14996,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,9.63644,,,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,13.36229,,,,,,,,,,,,,,,,,,,,13.36229,3,,,,,,,,,,,,,,,,,13.36229,,,,13.36229,,,,,,,,,,13.36229,,13.36229,,13.36229,,,,,,,,,,2.9645,,,,13.36229,,,,,,,,,,,,,,,,,,,
yuyao,yes,CHI,wheat,1,0,0,0,0,0,0,0,30,252.03239,0,1.26017,0.3999,0.63009,249.54228,0,0.19995,0,11.01309,flatland,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.388,,3.388,,,,3.388,,,,,,,,,,,,,,,,,,,,3.388,,3.388,,,,,,,,,,,,,,,,,,,,3.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01309,,,,,,3.388,,,,,,,,,,,,,,,,,,,,,,3.388,,,,16.60161,4,,,,,,,,,,,,,,,,,,,16.60161,,,,16.60161,,,,,,,,,,16.60161,,16.60161,,16.60161,,5.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
zhuji,yes,CHI,lead,0,0,0,0,0,0,0,0,26,365.51047,2.29839,3.90493,1.29909,3.14181,354.76631,0,0.09994,0,8.973,hills,forest,humid_subtropical_climate,town,none,,,,,1.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.973,,,,,,1.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.854,,,,,,21.87552,,,,21.87552,1,21.87552,,,,21.87552,2,21.87552,,21.87552,1,,,,,,,21.87552,2,,,,,,,21.87552,1,21.87552,,1,,,,21.87552,,21.87552,2,,,,,22.87552,3,21.87552,2,21.87552,,21.87552,2,21.87552,1,21.87552,2,21.87552,,,,,,,,,,21.87552,1,,,1.854,,21.87552,1,21.87552,,21.87552,1,7.77102,,25.77552,,21.87552,1,21.87552,1,1,,,,,,,
linhai,yes,CHI,livestock,1,0,0,0,0,0,0,0,27,233.01706,2.39958,2.81314,1.29978,2.24865,224.15592,0,0.09999,0,6.19404,hills,woods,humid_subtropical_climate,town,none,,,,,1.9055,,1.9055,,,,1.9055,,,,,,,,,,,,,,,,,,,,1.9055,,1.9055,,,,,,,,,,,,,,,,,,,,6.19404,,1.9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9055,,,,,,15.35085,,,,15.35085,1,15.35085,,,,15.35085,2,15.35085,,15.35085,1,,,,,,,15.35085,2,,,,,,,15.35085,1,15.35085,,1,,,,15.35085,,15.35085,2,,,,,16.35085,3,15.35085,2,15.35085,,15.35085,2,15.35085,1,15.35085,2,15.35085,,,,,,2.8428,,,,15.35085,1,,,1.9055,,15.35085,1,15.35085,,15.35085,1,7.54603,,19.40085,,15.35085,1,15.35085,1,,,,,,,,
xianzhu,yes,CHI,beeswax,1,0,0,0,0,0,0,0,27,83.00687,0,0.41502,0.20002,0.20751,82.08431,0,0.10001,0,10.18709,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,3.1339,,10.18709,,,,3.1339,,,,,,,,,,,,,,,,,,,,3.1339,,3.1339,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,7.85034,,,,,,,,,,,,,,,,,,7.85034,2,7.85034,,,,,,,,,,,,,,,,,,7.85034,,,,7.85034,,,,,,,,,,7.85034,,7.85034,,7.85034,,4.67544,,,,,,,,3.1339,,,,7.85034,,,,,,,,,,,,,,,,,,,
huangyan,yes,CHI,fruit,1,0,0,0,0,0,0,0,27,156.29523,0,0.78148,0.3,0.39074,154.67301,0,0.15,0,10.18709,hills,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.1339,,3.1339,,,,3.1339,,,,,,,,,,,,,,,,,,,,3.1339,,10.18709,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,,,,,,,11.51476,3,,,,,,,,,,,,,,,,,,,11.51476,,,,11.51476,,,,,,,,,,11.51476,,11.51476,,11.51476,,4.67544,,,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,,,,
ninghai,yes,CHI,livestock,1,0,0,0,0,0,0,0,27,158.93945,0,0.7947,0.29999,0.39735,157.29741,0,0.15,0,10.18709,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,3.1339,,3.1339,,,,3.1339,,,,,,,,,,,,,,,,,,,,3.1339,,3.1339,,,,,,,,,,,,,,,,,,,,10.18709,,3.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,11.64697,,,,,,,,,,,,,,,,,,11.64697,3,11.64697,,,,,,,,,,,,,,,,,,11.64697,,,,11.64697,,,,,,,,,,11.64697,,11.64697,,11.64697,,4.67544,,,,,,,,3.1339,,,,11.64697,,,,,,,,,,,,,,,,,,,
wenling,yes,CHI,fish,1,0,0,0,0,0,0,0,32,104.21434,0.02,0.52106,0.20002,0.26052,103.11273,0,0.10001,0,11.56374,flatland,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.5574,,3.5574,,,,3.5574,,,,,,,,,,,,,,,,,,,,11.56374,,3.5574,,,,,,,,,,,,,,,,,,,,3.5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5574,,,,,,3.5574,,,,,,,,,,,,,,,,,,,,,,3.5574,,,,9.41071,,,,,,,,,,,,,,,,,,,,9.41071,2,,,9.41071,,,,,,,,,,9.41071,,9.41071,,9.41071,,5.35304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiantai,yes,CHI,lumber,0,0,0,0,0,0,0,0,25,158.52785,0.03,0.79264,0.29996,0.39632,156.85895,0,0.14998,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,,,9.63644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,11.42639,,,,,,,,,,,,,,,,,,,,11.42639,,,,,,,,,,,,,,,,,,11.42639,3,,,11.42639,,,,,,,,,,11.42639,,11.42639,,11.42639,,,,,,,,,,2.9645,,,,11.42639,,,,,,,,,,,,,,,,,,,
xianju,yes,CHI,horses,0,0,0,0,0,0,0,0,25,222.22712,0.03999,1.11114,0.39985,0.55557,219.92064,0,0.19993,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,9.63644,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,14.61135,,,,,,,,,,,,,,,,,,,,14.61135,,,,,,,,,,,,,,,,,,14.61135,4,,,14.61135,,,,,,,,,,14.61135,,14.61135,,14.61135,,,,,,,,,,2.9645,,,,14.61135,,,,,,,,,,,,,,,,,,,
yongjia,yes,CHI,alum,1,1,1,0,0,0,0,0,28,81.69867,0.02,0.40848,0.20002,0.21424,80.75592,0,0.10001,0,15.63858,hills,grasslands,humid_subtropical_climate,rural_settlement,1,15.63858,,,,3.2186,,3.2186,,,,3.2186,,,,,,,,,,,,,,,,,,,,1,,3.2186,,,,,,,,,,,,,,,,,,,,3.2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2186,,,,,,,,,,,,,,,,,,,,,,,,,,8.88493,,,,,,,,,,,,,,,,,,,,8.88493,2,,,7.88493,,,,,,,,,,7.88493,,7.88493,,7.88493,,4.81096,,,,,,,,3.2186,,,,,,,,,,,,,,,,,,,,,,,
pingyang,yes,CHI,fish,1,0,0,0,0,0,0,0,25,190.69801,0,0.95349,0.29995,0.47675,188.81784,0,0.14998,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,2.9645,,,,,,,,,,,,,,,,,,,,9.63644,,2.9645,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,13.0349,,,,,,,,,,,,,,,,,,13.0349,3,13.0349,,,,,,,,,,,,,,,,,,13.0349,,,,13.0349,,,,,,,,,,13.0349,,13.0349,,13.0349,,4.4044,,,,,,,,2.9645,,,,13.0349,,,,,,,,,,,,,,,,,,,
yueqing,yes,CHI,salt,1,0,0,0,0,0,0,0,29,122.30335,0,0.61151,0.30002,0.30575,120.93606,0,0.15001,0,16.07911,hills,grasslands,humid_subtropical_climate,rural_settlement,none,,,,,3.3033,,3.3033,,,,3.3033,,,,,,,,,,,,,,,,,,,,3.3033,,3.3033,,,,,,,,,,,,,,,,,,,,3.3033,,,,,,,,,,,,,,,,,,16.07911,,,,,,,,,,,,,,,,,,,,,,,,,,3.3033,,,,,,,,,,,,,,,,,,,,,,,,,,10.01516,3,,,,,,,,,,,,,,,,,,,10.01516,,,,10.01516,,,,,,,,,,10.01516,,10.01516,,10.01516,,16.07911,,,,,,,,3.3033,,,,,,,,,,,,,,,,,,,,,,,
luoyang_wenzhou,yes,CHI,livestock,0,0,0,0,0,0,0,0,25,147.42155,0,0.73711,0.29997,0.36856,145.86592,0,0.14999,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,9.63644,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,10.87107,,,,,,,,,,,,,,,,,,,,10.87107,3,,,,,,,,,,,,,,,,,10.87107,,,,10.87107,,,,,,,,,,10.87107,,10.87107,,10.87107,,,,,,,,,,2.9645,,,,10.87107,,,,,,,,,,,,,,,,,,,
ruian,yes,CHI,livestock,1,0,0,0,0,0,0,0,25,124.80048,0,0.62399,0.2,0.31199,123.5645,0,0.1,0,9.63644,hills,woods,humid_subtropical_climate,rural_settlement,none,,,,,2.9645,,2.9645,,,,2.9645,,,,,,,,,,,,,,,,,,,,2.9645,,2.9645,,,,,,,,,,,,,,,,,,,,9.63644,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,9.74002,,,,,,,,,,,,,,,,,,9.74002,2,9.74002,,,,,,,,,,,,,,,,,,9.74002,,,,9.74002,,,,,,,,,,9.74002,,9.74002,,9.74002,,4.4044,,,,,,,,2.9645,,,,9.74002,,,,,,,,,,,,,,,,,,,
shuangxi,yes,CHI,iron,1,0,0,0,0,0,0,0,25,283.69723,2.39916,3.37058,1.29955,2.7301,273.79787,0,0.09997,0,8.70515,mountains,forest,humid_subtropical_climate,town,none,,,,,1.8025,,,,,,1.8025,,,,,,,,,,,,,,,,,,,,1.8025,,,,,,,,,,,,,,8.70515,,,,,,,,,,1.8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8025,,,,,,17.68486,,,,17.68486,1,17.68486,,,,17.68486,2,17.68486,,17.68486,1,,,,,,,17.68486,2,,,,,,,17.68486,1,17.68486,,1,,,,17.68486,,17.68486,2,,,,,18.68486,3,17.68486,2,17.68486,,17.68486,2,17.68486,1,17.68486,2,17.68486,,,,,,2.678,,,,17.68486,1,,,1.8025,,17.68486,1,17.68486,,17.68486,1,7.56739,,21.43486,,17.68486,1,17.68486,1,1,,,,,,,
